"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"2864","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1295.bmp","","1515.1295.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2865","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1296.bmp","","1515.1296.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2866","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1297.bmp","","1515.1297.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2867","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1298.bmp","","1515.1298.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2868","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1299.bmp","","1515.1299.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2869","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1300.bmp","","1515.1300.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2870","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1301.bmp","","1515.1301.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2871","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1302.bmp","","1515.1302.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2872","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1303.bmp","","1515.1303.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2873","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1304.bmp","","1515.1304.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2874","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1305.bmp","","1515.1305.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2876","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1306.bmp","","1515.1306.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2875","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1307.bmp","","1515.1307.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2877","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1308.bmp","","1515.1308.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2878","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1309.bmp","","1515.1309.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2879","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1310.bmp","","1515.1310.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2880","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1311.bmp","","1515.1311.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2881","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1312.bmp","","1515.1312.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2882","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1313.bmp","","1515.1313.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2883","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1314.bmp","","1515.1314.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2884","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1315.bmp","","1515.1315.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2885","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1316.bmp","","1515.1316.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2886","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1317.bmp","","1515.1317.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2887","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1318.bmp","","1515.1318.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2888","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1319.bmp","","1515.1319.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2889","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1320.bmp","","1515.1320.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2890","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1321.bmp","","1515.1321.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2891","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1322.bmp","","1515.1322.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2892","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1323.bmp","","1515.1323.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2893","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1324.bmp","","1515.1324.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2894","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1325.bmp","","1515.1325.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2895","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1326.bmp","","1515.1326.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2896","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1327.bmp","","1515.1327.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2897","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1328.bmp","","1515.1328.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2898","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1329.bmp","","1515.1329.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2900","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1330.bmp","","1515.1330.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2899","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1331.bmp","","1515.1331.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2901","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1332.bmp","","1515.1332.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2902","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1333.bmp","","1515.1333.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2903","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1334.bmp","","1515.1334.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2904","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1335.bmp","","1515.1335.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2905","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1336.bmp","","1515.1336.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2906","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1337.bmp","","1515.1337.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2908","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1338.bmp","","1515.1338.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2907","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1339.bmp","","1515.1339.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2909","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1340.bmp","","1515.1340.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2910","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1341.bmp","","1515.1341.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2911","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1342.bmp","","1515.1342.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2912","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1343.bmp","","1515.1343.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2913","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1344.bmp","","1515.1344.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2914","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1345.bmp","","1515.1345.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2915","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1346.bmp","","1515.1346.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2916","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1347.bmp","","1515.1347.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2917","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1348.bmp","","1515.1348.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2918","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1349.bmp","","1515.1349.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2919","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1350.bmp","","1515.1350.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2920","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1351.bmp","","1515.1351.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2921","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1352.bmp","","1515.1352.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2922","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1353.bmp","","1515.1353.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2923","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1354.bmp","","1515.1354.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2924","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1355.bmp","","1515.1355.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2925","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1356.bmp","","1515.1356.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2926","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1357.bmp","","1515.1357.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2927","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1358.bmp","","1515.1358.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2928","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1359.bmp","","1515.1359.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2929","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1360.bmp","","1515.1360.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2930","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1361.bmp","","1515.1361.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2931","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1362.bmp","","1515.1362.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2932","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1363.bmp","","1515.1363.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2933","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1364.bmp","","1515.1364.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2934","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1365.bmp","","1515.1365.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2935","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1366.bmp","","1515.1366.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2936","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1367.bmp","","1515.1367.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2937","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1368.bmp","","1515.1368.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2938","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1369.bmp","","1515.1369.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2939","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1370.bmp","","1515.1370.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2940","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1371.bmp","","1515.1371.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2941","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1372.bmp","","1515.1372.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2942","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1373.bmp","","1515.1373.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2943","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1374.bmp","","1515.1374.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2944","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1375.bmp","","1515.1375.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2945","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1376.bmp","","1515.1376.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2946","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1377.bmp","","1515.1377.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2947","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1378.bmp","","1515.1378.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2948","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1379.bmp","","1515.1379.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2949","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1380.bmp","","1515.1380.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2950","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1381.bmp","","1515.1381.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"2951","1566","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/b_1218%20-%20HC%20z%20-%201515fps%20-%20emergency_off/1515.1382.bmp","","1515.1382.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:19:00","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
