"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"861","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0808.bmp","","1515.0808.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"862","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0809.bmp","","1515.0809.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"863","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0810.bmp","","1515.0810.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"864","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0811.bmp","","1515.0811.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"865","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0812.bmp","","1515.0812.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"866","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0813.bmp","","1515.0813.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"867","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0814.bmp","","1515.0814.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"868","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0815.bmp","","1515.0815.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"869","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0816.bmp","","1515.0816.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"870","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0817.bmp","","1515.0817.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"871","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0818.bmp","","1515.0818.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"872","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0819.bmp","","1515.0819.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"873","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0820.bmp","","1515.0820.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"874","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0821.bmp","","1515.0821.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"875","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0822.bmp","","1515.0822.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"876","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0823.bmp","","1515.0823.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"877","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0824.bmp","","1515.0824.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"878","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0825.bmp","","1515.0825.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"879","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0826.bmp","","1515.0826.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"880","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0827.bmp","","1515.0827.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"881","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0828.bmp","","1515.0828.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"882","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0829.bmp","","1515.0829.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"883","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0830.bmp","","1515.0830.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"884","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0831.bmp","","1515.0831.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"885","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0832.bmp","","1515.0832.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"886","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0833.bmp","","1515.0833.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"887","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0834.bmp","","1515.0834.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"888","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0835.bmp","","1515.0835.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"889","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0836.bmp","","1515.0836.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"890","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0837.bmp","","1515.0837.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"891","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0838.bmp","","1515.0838.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"892","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0839.bmp","","1515.0839.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"893","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0840.bmp","","1515.0840.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"894","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0841.bmp","","1515.0841.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"895","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0842.bmp","","1515.0842.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"896","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0843.bmp","","1515.0843.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"897","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0844.bmp","","1515.0844.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"898","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0845.bmp","","1515.0845.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"899","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0846.bmp","","1515.0846.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"900","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0847.bmp","","1515.0847.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"901","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0848.bmp","","1515.0848.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"902","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0849.bmp","","1515.0849.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"903","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0850.bmp","","1515.0850.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"904","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0851.bmp","","1515.0851.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"905","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0852.bmp","","1515.0852.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"906","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0853.bmp","","1515.0853.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"907","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0854.bmp","","1515.0854.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"908","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0855.bmp","","1515.0855.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"909","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0856.bmp","","1515.0856.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"910","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0857.bmp","","1515.0857.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"911","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0858.bmp","","1515.0858.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"912","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0859.bmp","","1515.0859.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"913","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0860.bmp","","1515.0860.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"914","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0861.bmp","","1515.0861.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"915","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0862.bmp","","1515.0862.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"916","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0863.bmp","","1515.0863.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"917","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0864.bmp","","1515.0864.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"918","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0865.bmp","","1515.0865.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"919","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0866.bmp","","1515.0866.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"920","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0867.bmp","","1515.0867.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"921","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0868.bmp","","1515.0868.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"922","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0869.bmp","","1515.0869.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"923","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0870.bmp","","1515.0870.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"924","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0871.bmp","","1515.0871.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"925","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0872.bmp","","1515.0872.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"926","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0873.bmp","","1515.0873.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"927","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0874.bmp","","1515.0874.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"928","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0875.bmp","","1515.0875.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"929","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0876.bmp","","1515.0876.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"930","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0877.bmp","","1515.0877.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"931","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0878.bmp","","1515.0878.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"932","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0879.bmp","","1515.0879.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"933","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0880.bmp","","1515.0880.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"934","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0881.bmp","","1515.0881.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"935","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0882.bmp","","1515.0882.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"936","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0883.bmp","","1515.0883.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"937","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0884.bmp","","1515.0884.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"938","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0885.bmp","","1515.0885.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"939","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0886.bmp","","1515.0886.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"940","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0887.bmp","","1515.0887.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"941","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0888.bmp","","1515.0888.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"942","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0889.bmp","","1515.0889.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"943","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0890.bmp","","1515.0890.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"944","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0891.bmp","","1515.0891.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"945","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0892.bmp","","1515.0892.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"946","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0893.bmp","","1515.0893.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"947","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0894.bmp","","1515.0894.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"948","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0895.bmp","","1515.0895.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"949","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0896.bmp","","1515.0896.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"950","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0897.bmp","","1515.0897.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"951","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0898.bmp","","1515.0898.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"952","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0899.bmp","","1515.0899.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"953","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0900.bmp","","1515.0900.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"954","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0901.bmp","","1515.0901.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"955","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0902.bmp","","1515.0902.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"956","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0903.bmp","","1515.0903.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:20","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
